sentence_id,medical,are,treated,prep,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,prep_first_index,prep_last_index,treatment_first_index,treatment_last_index,sentence_text
24568023,advanced relapsing stage D prostatic cancer,is,treated,by,specific chemotherapy,2,7,8,8,11,11,12,12,13,14,Chemotherapy of advanced relapsing stage D prostatic cancer is more beneficially treated by specific chemotherapy as shown in this randomized study .
24590786,HLA-sensitized recipients,are,treated,with,desensitization protocols,1,2,3,3,4,4,5,5,6,7,Highly HLA-sensitized recipients are treated with desensitization protocols to rescue the transplantation .
24603103,Submassive embolism,is,treated,by,fibrinolysis,0,1,2,2,3,3,4,4,5,5,Submassive embolism is treated by fibrinolysis if no contraindications against fibrinolysis are to be registered .
24609360,Limb soft tissue sarcomas,are,treated,with,limb sparing surgery,0,3,7,7,9,9,10,10,11,13,Limb soft tissue sarcomas ( STS ) are currently treated with limb sparing surgery ( LSS ) followed by radiation therapy ( RT ) .
24609360,Limb soft tissue sarcomas,are,treated,with,LSS,0,3,7,7,9,9,10,10,15,15,Limb soft tissue sarcomas ( STS ) are currently treated with limb sparing surgery ( LSS ) followed by radiation therapy ( RT ) .
24614992,Highly-differentiated pheochromocytoma,is,treated,with,glutamate,0,1,6,6,15,15,16,16,17,17,Highly-differentiated pheochromocytoma 12 ( PC12 ) is used as a sympathetic neuron-like cell line and treated with glutamate to induce neurotoxicity .
24632921,Operative stroke,is,treated,by,reexploration of the operative site,0,1,5,5,7,7,8,8,9,13,"Operative stroke complicating carotid endarterectomy is traditionally treated by reexploration of the operative site to correct a potentially causative lesion ; however , attempts are not made to diagnose or treat the intracranial arterial occlusion ."
24637791,treatment-naive individuals,are,treated,with,dolutegravir,18,19,21,21,22,22,23,23,24,24,This study suggests that the R263 K resistance pathway may represent an evolutionary dead end for HIV in treatment-naive individuals who are treated with dolutegravir and will need to be confirmed by the long-term use of dolutegravir in the clinic .
24656592,the apical side,is,treated,with,10(-3 ) M,9,11,12,12,13,13,14,14,15,17,"This response of pHi is inhibited or abolished when the apical side is treated with 10(-3 ) M 4,4'-diisothiocyanostilbene-2,2'-disulfonic acid ( DIDS ) ."
24697835,Systemic candidiasis,is,treated,with,intravenous amphotericin,0,1,2,2,3,3,4,4,5,6,Systemic candidiasis is treated with intravenous amphotericin .
24697836,Fungal bezoars,are,treated,with,operation,0,1,2,2,4,4,5,5,19,19,"Fungal bezoars are best treated with oral flucytosine , ureteral and renal irrigation with amphotericin and , occasionally , operation ."
24697836,Fungal bezoars,are,treated,with,oral flucytosine,0,1,2,2,4,4,5,5,6,7,"Fungal bezoars are best treated with oral flucytosine , ureteral and renal irrigation with amphotericin and , occasionally , operation ."
24697836,Fungal bezoars,are,treated,with,ureteral and renal irrigation,0,1,2,2,4,4,5,5,9,12,"Fungal bezoars are best treated with oral flucytosine , ureteral and renal irrigation with amphotericin and , occasionally , operation ."
24701477,displaced femoral neck fractures,are,treated,with,hemiarthroplasty,17,20,22,22,23,23,24,24,25,25,There remains much international practice variation regarding the choice of a unipolar or bipolar prosthesis design for displaced femoral neck fractures that are treated with hemiarthroplasty .
24704190,discrete and continuous variables,are,treated,with,different methods,2,5,6,6,7,7,8,8,9,10,Sets of discrete and continuous variables are treated with different methods and are coupled together in a physically justified approach .
24743514,metastatic malignant teratoma,is,treated,with,the high-dose platinum regimen,19,21,22,22,23,23,17,17,13,16,We have therefore investigated the prophylactic addition of 3 g magnesium sulphate to the high-dose platinum regimen with which metastatic malignant teratoma is treated in this unit .
24744575,growing,are,treated,with,colcemid,1,1,3,3,4,4,8,8,9,9,Exponentially growing cells are treated for 2.5 h with colcemid and mitotic cells are detached from the microcarriers by increasing the stirring speed .
24751331,premature rabbit pups,are,treated,with,intraperitoneal glycerol,14,16,20,20,21,21,22,22,23,24,"To test the hypotheses , a rabbit model of IVH was used in which premature rabbit pups ( E29 ) are treated with intraperitoneal glycerol at 2 h of age to induce IVH ; and the pups with IVH exhibit hypomyelination and gliosis at 2 weeks of postnatal age ."
24765619,manifest deformities,are,treated,by,combined therapeutic approaches,8,9,12,12,14,14,15,15,16,18,"Preventive options mostly consist of conservative methods while manifest deformities and instabilities are usually treated by combined therapeutic approaches , i.e. surgical and conservative ."
24766958,pregnant women,are,treated,with,LDA,1,2,4,4,5,5,6,6,7,7,"In pregnant women who are treated with LDA , acetylsalicylic acid is not completely inactivated in the portal circulation but reaches the uteroplacental circulation and exerts antiplatelet effects in the fetus and newborn ."
24770998,Metastatic melanoma,are,treated,with,anti-PD-1 based therapy,0,1,12,12,14,14,15,15,16,18,"Metastatic melanoma ( mM ) and renal cell carcinoma ( mRCC ) are often treated with anti-PD-1 based therapy , however not all patients respond and further therapies are needed ."
24770998,renal cell carcinoma,are,treated,with,anti-PD-1 based therapy,6,8,12,12,14,14,15,15,16,18,"Metastatic melanoma ( mM ) and renal cell carcinoma ( mRCC ) are often treated with anti-PD-1 based therapy , however not all patients respond and further therapies are needed ."
24830612,the normotensive patient,is,treated,with,oxaliplatin,4,6,8,8,9,9,10,10,11,11,It does occur in the normotensive patient who is treated with oxaliplatin .
24836242,primary brain tumors,are,treated,with,radiation therapy,20,22,23,23,24,24,25,25,26,27,Functional magnetic resonance imaging ( fMRI ) presents the ability to selectively protect functionally significant regions of the brain when primary brain tumors are treated with radiation therapy .
24903333,an autoimmune disorder of neuromuscular transmission,is,treated,by,immunotherapeutics,6,11,13,13,14,14,15,15,19,19,"Myasthenia gravis ( MG ) , an autoimmune disorder of neuromuscular transmission , is treated by an array of immunotherapeutics , many of which are nonspecific ."
24978360,Acute chlamydial infections,are,treated,with,quinolones,0,2,3,3,5,5,6,6,12,12,"Acute chlamydial infections are usually treated with macrolides , tetracyclines , or quinolones ."
24978360,Acute chlamydial infections,are,treated,with,macrolides,0,2,3,3,5,5,6,6,7,7,"Acute chlamydial infections are usually treated with macrolides , tetracyclines , or quinolones ."
24978360,Acute chlamydial infections,are,treated,with,tetracyclines,0,2,3,3,5,5,6,6,9,9,"Acute chlamydial infections are usually treated with macrolides , tetracyclines , or quinolones ."
25002995,unresectable lesions,are,treated,with,radiotherapy,12,13,14,14,15,15,16,16,17,17,"Currently symptomatic resectable lesions are excised , whereas more advanced disease and unresectable lesions are treated with radiotherapy ."
25002995,advanced disease,are,treated,with,radiotherapy,9,10,14,14,15,15,16,16,17,17,"Currently symptomatic resectable lesions are excised , whereas more advanced disease and unresectable lesions are treated with radiotherapy ."
25032758,Essential Blepharospasm,are,treated,by,different modalities,4,5,13,13,14,14,15,15,16,17,"The movement disorders like Essential Blepharospasm , Hemifacial Hpasm and Meige 's syndrome are treated by different modalities ."
25032758,Hemifacial Hpasm,are,treated,by,different modalities,7,8,13,13,14,14,15,15,16,17,"The movement disorders like Essential Blepharospasm , Hemifacial Hpasm and Meige 's syndrome are treated by different modalities ."
25036685,many patients,are,treated,with,radioiodine,7,8,9,9,10,10,11,11,12,12,"After surgery for differentiated thyroid carcinoma , many patients are treated with radioiodine to ablate remnant thyroid tissue ."
25049225,severe and moderate forms,are,treated,with,different protocols,8,11,12,12,13,13,16,16,17,18,"Acute malnutrition is a continuum condition , but severe and moderate forms are treated separately , with different protocols and therapeutic products , managed by separate United Nations agencies ."
25049225,severe and moderate forms,are,treated,with,therapeutic products,8,11,12,12,13,13,16,16,20,21,"Acute malnutrition is a continuum condition , but severe and moderate forms are treated separately , with different protocols and therapeutic products , managed by separate United Nations agencies ."
25062108,The other fracture types of the proximal femur,are,treated,with,intramedullary devices,0,7,14,14,16,16,17,17,18,19,The other fracture types of the proximal femur in the intertrochanteric and subtrochanteric area are better treated with intramedullary devices .
25067454,Inferior mesenteric artery EL,is,treated,by,endovascular embolization,0,3,4,4,6,6,7,7,8,9,Inferior mesenteric artery EL is best treated by endovascular embolization through the superior mesenteric artery and Riolans ' arc .
25133266,Positional dislocations,are,treated,by,four to six weeks ' use of the hip brace,0,1,17,17,18,18,19,19,20,29,"Positional dislocations ( the patient assumes a position that exceeds the mechanical stability of the prosthesis ) are treated by four to six weeks ' use of the hip brace , which limits flexion and adduction ."
25182681,precultured,are,treated,with,a loading solution,1,1,3,3,4,4,5,5,6,8,The precultured beads are treated with a loading solution for 60 min and then dehydrated with plant vitrification solution 2 at 0 ° C for 270 min before a direct immersion in liquid nitrogen .
25199842,many depressed patients,are,treated,with,benzodiazepines,2,4,5,5,7,7,8,8,9,9,"However , many depressed patients are also treated with benzodiazepines to alleviate increased anxiety and sleep disturbances normally associated with depression ."
25268443,resulting,is,treated,with,pyrophosphate,1,1,4,4,6,6,7,7,11,11,The resulting phosphorimidazolate intermediate is then treated with inorganic phosphate or pyrophosphate to afford the corresponding nucleoside 5'-di- or 5'-triphosphates .
25268443,resulting,is,treated,with,inorganic phosphate,1,1,4,4,6,6,7,7,8,9,The resulting phosphorimidazolate intermediate is then treated with inorganic phosphate or pyrophosphate to afford the corresponding nucleoside 5'-di- or 5'-triphosphates .
25334513,advanced cervical cancer,is,treated,with,chemotherapy,1,3,12,12,13,13,14,14,15,15,"Locally advanced cervical cancer , FIGO stage equal or more than IB1 is treated with chemotherapy and external beam radiotherapy followed by brachytherapy ."
25334513,advanced cervical cancer,is,treated,with,external beam radiotherapy,1,3,12,12,13,13,14,14,17,19,"Locally advanced cervical cancer , FIGO stage equal or more than IB1 is treated with chemotherapy and external beam radiotherapy followed by brachytherapy ."
25334513,FIGO stage equal or more,is,treated,with,chemotherapy,5,9,12,12,13,13,14,14,15,15,"Locally advanced cervical cancer , FIGO stage equal or more than IB1 is treated with chemotherapy and external beam radiotherapy followed by brachytherapy ."
25334513,FIGO stage equal or more,is,treated,with,external beam radiotherapy,5,9,12,12,13,13,14,14,17,19,"Locally advanced cervical cancer , FIGO stage equal or more than IB1 is treated with chemotherapy and external beam radiotherapy followed by brachytherapy ."
25351273,Dry multivitamin concentrates,are,treated,with,an enzyme system,0,2,6,6,7,7,8,8,9,11,Dry multivitamin concentrates and aqueous dispersions are treated with an enzyme system and the vitamins are extracted with n-pentane .
25351273,aqueous dispersions,are,treated,with,an enzyme system,4,5,6,6,7,7,8,8,9,11,Dry multivitamin concentrates and aqueous dispersions are treated with an enzyme system and the vitamins are extracted with n-pentane .
25378666,polycystic ovarian syndrome,is,treated,by,laparoscopic surgery,5,7,9,9,11,11,12,12,13,14,One of the topics includes polycystic ovarian syndrome which is recently treated by laparoscopic surgery .
25383739,Serious infections due to these organisms,are,treated,with,extended-spectrum cephalosporins,0,5,6,6,8,8,9,9,10,11,Serious infections due to these organisms are usually treated with extended-spectrum cephalosporins ( ESCs ) .
